p,largest_components
0.0,0.006666666666666669
0.00015015015015015014,0.012266666666666669
0.0003003003003003003,0.013600000000000003
0.0004504504504504504,0.01486666666666667
0.0006006006006006006,0.016466666666666668
0.0007507507507507507,0.017400000000000006
0.0009009009009009008,0.018733333333333334
0.001051051051051051,0.020533333333333337
0.0012012012012012011,0.021799999999999996
0.0013513513513513512,0.023
0.0015015015015015015,0.024199999999999996
0.0016516516516516516,0.025733333333333334
0.0018018018018018016,0.02773333333333334
0.001951951951951952,0.02906666666666667
0.002102102102102102,0.031200000000000002
0.0022522522522522522,0.0322
0.0024024024024024023,0.03453333333333333
0.0025525525525525524,0.03626666666666667
0.0027027027027027024,0.038200000000000005
0.002852852852852853,0.03993333333333334
0.003003003003003003,0.04280000000000001
0.003153153153153153,0.04646666666666666
0.003303303303303303,0.04819999999999999
0.003453453453453453,0.05093333333333334
0.0036036036036036032,0.054266666666666664
0.0037537537537537537,0.057600000000000005
0.003903903903903904,0.061133333333333345
0.004054054054054054,0.06446666666666667
0.004204204204204204,0.06766666666666668
0.004354354354354354,0.0722
0.0045045045045045045,0.07600000000000001
0.0046546546546546545,0.08073333333333332
0.004804804804804805,0.08539999999999999
0.004954954954954955,0.08773333333333332
0.005105105105105105,0.09353333333333332
0.005255255255255255,0.09839999999999999
0.005405405405405405,0.10313333333333331
0.005555555555555555,0.10973333333333331
0.005705705705705706,0.11906666666666668
0.005855855855855856,0.12666666666666665
0.006006006006006006,0.13340000000000002
0.006156156156156156,0.1416
0.006306306306306306,0.14793333333333333
0.006456456456456456,0.15560000000000002
0.006606606606606606,0.16753333333333337
0.006756756756756756,0.17746666666666666
0.006906906906906906,0.18693333333333334
0.007057057057057056,0.199
0.0072072072072072065,0.2088
0.007357357357357357,0.2207333333333333
0.0075075075075075074,0.23773333333333332
0.0076576576576576575,0.2504666666666666
0.007807807807807808,0.26666666666666666
0.007957957957957958,0.2882666666666667
0.008108108108108109,0.3071333333333333
0.008258258258258258,0.3188666666666667
0.008408408408408409,0.33740000000000003
0.008558558558558558,0.3519333333333334
0.008708708708708709,0.37046666666666667
0.008858858858858858,0.38726666666666665
0.009009009009009009,0.4088666666666667
0.009159159159159158,0.4299333333333334
0.009309309309309309,0.44366666666666665
0.009459459459459458,0.4595333333333334
0.00960960960960961,0.4832666666666666
0.00975975975975976,0.5036666666666667
0.00990990990990991,0.5193333333333333
0.01006006006006006,0.5392666666666667
0.01021021021021021,0.5555333333333333
0.01036036036036036,0.5702666666666666
0.01051051051051051,0.5849333333333333
0.01066066066066066,0.5959333333333333
0.01081081081081081,0.6114666666666666
0.01096096096096096,0.6255333333333333
0.01111111111111111,0.6412
0.01126126126126126,0.6522
0.011411411411411412,0.6698666666666665
0.01156156156156156,0.6816666666666665
0.011711711711711712,0.6958000000000001
0.011861861861861861,0.7082666666666668
0.012012012012012012,0.7193999999999999
0.012162162162162161,0.7293999999999999
0.012312312312312312,0.7374666666666667
0.012462462462462461,0.7479333333333332
0.012612612612612612,0.7558
0.012762762762762761,0.7623999999999999
0.012912912912912912,0.7692
0.013063063063063063,0.7764666666666666
0.013213213213213212,0.7869999999999997
0.013363363363363363,0.7967333333333333
0.013513513513513513,0.8024000000000001
0.013663663663663663,0.8084666666666667
0.013813813813813813,0.8162
0.013963963963963964,0.8212666666666667
0.014114114114114113,0.8265333333333332
0.014264264264264264,0.8338
0.014414414414414413,0.8371333333333334
0.014564564564564564,0.8446666666666665
0.014714714714714715,0.8480666666666667
0.014864864864864864,0.8518000000000001
0.015015015015015015,0.8555333333333333
0.015165165165165164,0.8599333333333332
0.015315315315315315,0.8644
0.015465465465465464,0.8682
0.015615615615615615,0.8721999999999999
0.015765765765765764,0.8753333333333333
0.015915915915915915,0.8787999999999999
0.016066066066066066,0.8812000000000001
0.016216216216216217,0.8850666666666666
0.016366366366366365,0.8881333333333334
0.016516516516516516,0.8932666666666667
0.016666666666666666,0.8964666666666666
0.016816816816816817,0.8990666666666666
0.016966966966966965,0.9027333333333333
0.017117117117117116,0.9058666666666666
0.017267267267267267,0.9091999999999999
0.017417417417417418,0.9117333333333333
0.017567567567567565,0.9153333333333333
0.017717717717717716,0.9180666666666667
0.017867867867867867,0.9207999999999998
0.018018018018018018,0.9223999999999998
0.01816816816816817,0.9248666666666665
0.018318318318318316,0.9268
0.018468468468468467,0.9289999999999999
0.018618618618618618,0.9306
0.01876876876876877,0.9319333333333332
0.018918918918918916,0.9330666666666666
0.019069069069069067,0.9353333333333331
0.01921921921921922,0.9366666666666665
0.01936936936936937,0.9387333333333333
0.01951951951951952,0.9394666666666667
0.019669669669669668,0.9416666666666668
0.01981981981981982,0.9432666666666667
0.01996996996996997,0.9452666666666667
0.02012012012012012,0.9469333333333334
0.020270270270270268,0.9485333333333333
0.02042042042042042,0.9498666666666666
0.02057057057057057,0.9512
0.02072072072072072,0.9528666666666668
0.02087087087087087,0.9548000000000001
0.02102102102102102,0.9558666666666668
0.02117117117117117,0.9568666666666666
0.02132132132132132,0.958
0.021471471471471472,0.9586666666666666
0.02162162162162162,0.9599333333333333
0.02177177177177177,0.9611333333333333
0.02192192192192192,0.9624666666666667
0.022072072072072072,0.9632666666666668
0.02222222222222222,0.9639333333333334
0.02237237237237237,0.9644666666666669
0.02252252252252252,0.9656000000000001
0.022672672672672672,0.9662000000000002
0.022822822822822823,0.9668666666666668
0.02297297297297297,0.9676666666666668
0.02312312312312312,0.9685333333333336
0.023273273273273273,0.9694000000000002
0.023423423423423424,0.9702000000000001
0.02357357357357357,0.9710666666666667
0.023723723723723722,0.9714666666666666
0.023873873873873873,0.9723333333333334
0.024024024024024024,0.9732666666666668
0.024174174174174175,0.9736666666666669
0.024324324324324322,0.9742000000000001
0.024474474474474473,0.9748000000000002
0.024624624624624624,0.9754
0.024774774774774775,0.9762000000000002
0.024924924924924922,0.977
0.025075075075075073,0.9773333333333335
0.025225225225225224,0.9778000000000001
0.025375375375375375,0.9784666666666668
0.025525525525525523,0.9791333333333334
0.025675675675675674,0.9796
0.025825825825825825,0.9800000000000001
0.025975975975975975,0.9802666666666667
0.026126126126126126,0.9809333333333333
0.026276276276276274,0.9811999999999999
0.026426426426426425,0.9817999999999999
0.026576576576576576,0.9820666666666666
