p,largest_components
0.0,0.019999999999999997
0.00015015015015015014,0.0238
0.0003003003003003003,0.0264
0.0004504504504504504,0.0286
0.0006006006006006006,0.031400000000000004
0.0007507507507507507,0.032400000000000005
0.0009009009009009008,0.033600000000000005
0.001051051051051051,0.0358
0.0012012012012012011,0.0368
0.0013513513513513512,0.0384
0.0015015015015015015,0.0404
0.0016516516516516516,0.040999999999999995
0.0018018018018018016,0.041999999999999996
0.001951951951951952,0.042199999999999994
0.002102102102102102,0.04279999999999999
0.0022522522522522522,0.0432
0.0024024024024024023,0.0434
0.0025525525525525524,0.04359999999999999
0.0027027027027027024,0.04479999999999999
0.002852852852852853,0.04499999999999999
0.003003003003003003,0.046599999999999996
0.003153153153153153,0.04739999999999999
0.003303303303303303,0.0486
0.003453453453453453,0.04939999999999999
0.0036036036036036032,0.0506
0.0037537537537537537,0.05140000000000001
0.003903903903903904,0.05259999999999999
0.004054054054054054,0.053200000000000004
0.004204204204204204,0.0548
0.004354354354354354,0.0558
0.0045045045045045045,0.056799999999999996
0.0046546546546546545,0.0572
0.004804804804804805,0.05779999999999999
0.004954954954954955,0.05879999999999999
0.005105105105105105,0.0592
0.005255255255255255,0.0602
0.005405405405405405,0.0608
0.005555555555555555,0.062400000000000004
0.005705705705705706,0.0636
0.005855855855855856,0.0644
0.006006006006006006,0.065
0.006156156156156156,0.06580000000000001
0.006306306306306306,0.0666
0.006456456456456456,0.06720000000000001
0.006606606606606606,0.06740000000000002
0.006756756756756756,0.068
0.006906906906906906,0.06860000000000001
0.007057057057057056,0.0694
0.0072072072072072065,0.07
0.007357357357357357,0.07200000000000001
0.0075075075075075074,0.073
0.0076576576576576575,0.0746
0.007807807807807808,0.0764
0.007957957957957958,0.07840000000000001
0.008108108108108109,0.0786
0.008258258258258258,0.07919999999999999
0.008408408408408409,0.0796
0.008558558558558558,0.0802
0.008708708708708709,0.0808
0.008858858858858858,0.0814
0.009009009009009009,0.0824
0.009159159159159158,0.08460000000000001
0.009309309309309309,0.08539999999999999
0.009459459459459458,0.0866
0.00960960960960961,0.0876
0.00975975975975976,0.0882
0.00990990990990991,0.0888
0.01006006006006006,0.08960000000000001
0.01021021021021021,0.09140000000000001
0.01036036036036036,0.09320000000000002
0.01051051051051051,0.09440000000000001
0.01066066066066066,0.0946
0.01081081081081081,0.0956
0.01096096096096096,0.09740000000000001
0.01111111111111111,0.09880000000000001
0.01126126126126126,0.09980000000000003
0.011411411411411412,0.10120000000000003
0.01156156156156156,0.10300000000000001
0.011711711711711712,0.10460000000000003
0.011861861861861861,0.10920000000000003
0.012012012012012012,0.11100000000000003
0.012162162162162161,0.11180000000000001
0.012312312312312312,0.11240000000000004
0.012462462462462461,0.11480000000000003
0.012612612612612612,0.11580000000000004
0.012762762762762761,0.11940000000000003
0.012912912912912912,0.12180000000000003
0.013063063063063063,0.12480000000000002
0.013213213213213212,0.12640000000000004
0.013363363363363363,0.12900000000000003
0.013513513513513513,0.12940000000000004
0.013663663663663663,0.13120000000000004
0.013813813813813813,0.13280000000000003
0.013963963963963964,0.13380000000000003
0.014114114114114113,0.13480000000000003
0.014264264264264264,0.13620000000000002
0.014414414414414413,0.13660000000000003
0.014564564564564564,0.13920000000000005
0.014714714714714715,0.14200000000000002
0.014864864864864864,0.14400000000000002
0.015015015015015015,0.1458
0.015165165165165164,0.1496
0.015315315315315315,0.1534
0.015465465465465464,0.15560000000000002
0.015615615615615615,0.1564
0.015765765765765764,0.1588
0.015915915915915915,0.1618
0.016066066066066066,0.1646
0.016216216216216217,0.1672
0.016366366366366365,0.1702
0.016516516516516516,0.1732
0.016666666666666666,0.175
0.016816816816816817,0.17920000000000003
0.016966966966966965,0.18180000000000004
0.017117117117117116,0.1832
0.017267267267267267,0.18560000000000001
0.017417417417417418,0.18720000000000003
0.017567567567567565,0.19119999999999998
0.017717717717717716,0.1918
0.017867867867867867,0.19759999999999997
0.018018018018018018,0.199
0.01816816816816817,0.2008
0.018318318318318316,0.2032
0.018468468468468467,0.2082
0.018618618618618618,0.2138
0.01876876876876877,0.218
0.018918918918918916,0.21959999999999996
0.019069069069069067,0.2224
0.01921921921921922,0.2274
0.01936936936936937,0.23120000000000002
0.01951951951951952,0.23359999999999995
0.019669669669669668,0.23439999999999994
0.01981981981981982,0.23679999999999995
0.01996996996996997,0.23919999999999997
0.02012012012012012,0.2428
0.020270270270270268,0.2458
0.02042042042042042,0.247
0.02057057057057057,0.25079999999999997
0.02072072072072072,0.2538
0.02087087087087087,0.2562
0.02102102102102102,0.257
0.02117117117117117,0.25920000000000004
0.02132132132132132,0.26339999999999997
0.021471471471471472,0.267
0.02162162162162162,0.2684
0.02177177177177177,0.2692
0.02192192192192192,0.2728
0.022072072072072072,0.276
0.02222222222222222,0.2822
0.02237237237237237,0.28500000000000003
0.02252252252252252,0.28740000000000004
0.022672672672672672,0.29000000000000004
0.022822822822822823,0.2934
0.02297297297297297,0.3
0.02312312312312312,0.30280000000000007
0.023273273273273273,0.3048
0.023423423423423424,0.308
0.02357357357357357,0.31560000000000005
0.023723723723723722,0.3178
0.023873873873873873,0.32280000000000003
0.024024024024024024,0.3286
0.024174174174174175,0.3308
0.024324324324324322,0.3366
0.024474474474474473,0.33880000000000005
0.024624624624624624,0.34120000000000006
0.024774774774774775,0.3466
0.024924924924924922,0.35340000000000005
0.025075075075075073,0.3556
0.025225225225225224,0.3621999999999999
0.025375375375375375,0.36599999999999994
0.025525525525525523,0.369
0.025675675675675674,0.3718
0.025825825825825825,0.37839999999999996
0.025975975975975975,0.38319999999999993
0.026126126126126126,0.38780000000000003
0.026276276276276274,0.3926
0.026426426426426425,0.395
0.026576576576576576,0.40159999999999996
0.026726726726726727,0.41
0.026876876876876874,0.41379999999999995
0.027027027027027025,0.4208
0.027177177177177176,0.4288
0.027327327327327327,0.4354
0.027477477477477478,0.4434
0.027627627627627625,0.45159999999999995
0.027777777777777776,0.45820000000000005
0.027927927927927927,0.4613999999999999
0.028078078078078078,0.4698
0.028228228228228226,0.4702
0.028378378378378376,0.4742
0.028528528528528527,0.47739999999999994
0.02867867867867868,0.48
0.028828828828828826,0.4874
0.028978978978978977,0.49199999999999994
0.029129129129129128,0.4952
0.02927927927927928,0.49800000000000005
0.02942942942942943,0.5025999999999999
0.029579579579579577,0.5059999999999999
0.029729729729729728,0.5105999999999999
0.02987987987987988,0.5136
0.03003003003003003,0.5162
0.030180180180180177,0.5226000000000001
0.030330330330330328,0.531
0.03048048048048048,0.536
0.03063063063063063,0.54
0.03078078078078078,0.5432
0.03093093093093093,0.5468000000000001
0.03108108108108108,0.553
0.03123123123123123,0.556
0.03138138138138138,0.5588000000000001
0.03153153153153153,0.5618
0.03168168168168168,0.5638000000000001
0.03183183183183183,0.5666
0.03198198198198198,0.5792
0.03213213213213213,0.5844
0.03228228228228228,0.587
0.032432432432432434,0.5894
0.03258258258258258,0.5942000000000001
0.03273273273273273,0.596
0.03288288288288288,0.5988
0.03303303303303303,0.607
0.03318318318318318,0.612
0.03333333333333333,0.6164000000000001
0.033483483483483484,0.6206
0.033633633633633635,0.6258
0.033783783783783786,0.6276
0.03393393393393393,0.6324000000000001
0.03408408408408408,0.6367999999999999
0.03423423423423423,0.6434000000000001
0.03438438438438438,0.6476
0.03453453453453453,0.6496
0.034684684684684684,0.6512
0.034834834834834835,0.6538
0.034984984984984986,0.6566
0.03513513513513513,0.6617999999999999
0.03528528528528528,0.6646
0.03543543543543543,0.67
0.03558558558558558,0.6727999999999998
0.035735735735735734,0.6768
0.035885885885885885,0.6811999999999999
0.036036036036036036,0.6824000000000001
0.03618618618618619,0.6868000000000001
0.03633633633633634,0.6888
0.03648648648648648,0.6935999999999999
0.03663663663663663,0.6963999999999999
0.03678678678678678,0.6997999999999999
0.036936936936936934,0.7018000000000001
0.037087087087087085,0.7042
0.037237237237237236,0.7062
0.03738738738738739,0.7106
0.03753753753753754,0.7128
0.03768768768768769,0.7172
0.03783783783783783,0.7202
0.037987987987987984,0.7240000000000001
0.038138138138138135,0.7289999999999999
0.038288288288288286,0.7311999999999999
0.03843843843843844,0.7338
0.03858858858858859,0.7347999999999998
0.03873873873873874,0.7389999999999999
0.03888888888888889,0.7427999999999999
0.03903903903903904,0.7455999999999999
0.039189189189189184,0.7491999999999999
0.039339339339339335,0.7524
0.039489489489489486,0.7545999999999999
0.03963963963963964,0.7559999999999999
0.03978978978978979,0.7575999999999999
0.03993993993993994,0.7608
0.04009009009009009,0.7641999999999999
0.04024024024024024,0.7667999999999999
0.04039039039039039,0.7689999999999999
0.040540540540540536,0.7704000000000001
